timestamp,machine_id,actual_kwh,predicted_kwh,recon_error,threshold,is_anomaly,alert_sent,latency_ms
2026-04-13T20:49:08,0,211.594,222.174,0.064279,0.097835,0,0,0.5
2026-04-13T20:49:09,0,233.436,245.108,0.066008,0.097835,0,0,0.61
2026-04-13T20:49:09,0,265.516,278.792,0.066686,0.097835,0,0,0.51
2026-04-13T20:49:10,0,253.23,265.892,0.067773,0.097835,0,0,0.69
2026-04-13T20:49:10,0,269.611,283.092,0.062038,0.097835,0,0,0.79
2026-04-13T20:49:11,0,258.69,271.625,0.055673,0.097835,0,0,1.06
2026-04-13T20:49:11,0,273.024,286.675,0.052562,0.097835,0,0,0.57
2026-04-13T20:49:12,0,258.008,270.908,0.048544,0.097835,0,0,1.04
2026-04-13T20:49:14,0,264.833,278.075,0.046464,0.097835,0,0,1.0
2026-04-13T20:49:14,0,255.96,268.758,0.047452,0.097835,0,0,1.48
2026-04-13T20:49:15,0,258.69,271.625,0.047392,0.097835,0,0,0.91
2026-04-13T20:49:15,0,253.912,266.608,0.048118,0.097835,0,0,0.63
2026-04-13T20:49:16,0,252.547,265.174,0.045975,0.097835,0,0,1.0
2026-04-13T20:49:16,0,218.419,229.34,0.046308,0.097835,0,0,0.62
2026-04-13T20:49:17,0,219.784,230.773,0.046885,0.097835,0,0,0.89
2026-04-13T20:49:17,0,221.832,232.924,0.046663,0.097835,0,0,1.09
2026-04-13T20:49:18,0,195.895,205.69,0.04808,0.097835,0,0,0.72
2026-04-13T20:49:18,0,187.704,197.089,0.051014,0.097835,0,0,0.84
2026-04-13T20:49:19,0,200.673,210.707,0.051762,0.097835,0,0,0.58
2026-04-13T20:49:19,0,197.26,207.123,0.053325,0.097835,0,0,0.68
2026-04-13T20:49:20,0,201.355,211.423,0.055236,0.097835,0,0,0.62
2026-04-13T20:49:20,0,210.911,221.457,0.055413,0.097835,0,0,0.71
2026-04-13T20:49:21,0,204.768,215.006,0.056279,0.097835,0,0,0.59
2026-04-13T20:49:21,0,209.546,220.023,0.056794,0.097835,0,0,0.94
2026-04-13T20:49:22,0,215.006,225.756,0.057862,0.097835,0,0,0.63
2026-04-13T20:49:22,0,202.038,212.14,0.060691,0.097835,0,0,0.8
2026-04-13T20:49:23,0,236.848,248.69,0.057799,0.097835,0,0,0.66
2026-04-13T20:49:23,0,73.034,76.686,0.067415,0.097835,0,0,0.59
2026-04-13T20:49:24,0,182.926,192.072,0.065219,0.097835,0,0,0.55
2026-04-13T20:49:25,0,185.656,194.939,0.063933,0.097835,0,0,0.51
2026-04-13T20:49:25,0,184.974,194.223,0.060595,0.097835,0,0,0.56
2026-04-13T20:49:26,0,188.387,197.806,0.05773,0.097835,0,0,0.55
2026-04-13T20:49:26,0,185.656,194.939,0.054135,0.097835,0,0,0.49
2026-04-13T20:49:27,0,184.291,193.506,0.050665,0.097835,0,0,0.66
2026-04-13T20:49:27,0,189.069,198.522,0.046469,0.097835,0,0,0.61
2026-04-13T20:49:28,0,191.117,200.673,0.042287,0.097835,0,0,0.51
2026-04-13T20:49:28,0,182.244,191.356,0.038872,0.097835,0,0,0.53
2026-04-13T20:49:29,0,183.609,192.789,0.037505,0.097835,0,0,0.78
2026-04-13T20:49:29,0,174.735,183.472,0.036352,0.097835,0,0,0.65
2026-04-13T20:49:30,0,171.323,179.889,0.035064,0.097835,0,0,0.59
2026-04-13T20:49:30,0,166.545,174.872,0.036524,0.097835,0,0,0.64
2026-04-13T20:49:31,0,167.227,175.588,0.038271,0.097835,0,0,0.6
2026-04-13T20:49:31,0,169.275,177.739,0.03887,0.097835,0,0,0.73
2026-04-13T20:49:32,0,177.466,186.339,0.038683,0.097835,0,0,0.41
2026-04-13T20:49:32,0,193.165,202.823,0.038187,0.097835,0,0,0.53
2026-04-13T20:49:33,0,182.244,191.356,0.036724,0.097835,0,0,0.53
2026-04-13T20:49:33,0,189.069,198.522,0.035972,0.097835,0,0,0.49
2026-04-13T20:49:34,0,206.816,217.157,0.035823,0.097835,0,0,0.61
2026-04-13T20:49:35,0,200.673,210.707,0.03511,0.097835,0,0,0.54
2026-04-13T20:49:35,0,197.26,207.123,0.034805,0.097835,0,0,0.63
2026-04-13T20:49:36,0,172.005,180.605,0.031396,0.097835,0,0,0.62
2026-04-13T20:49:36,0,169.958,178.456,0.020431,0.097835,0,0,1.32
2026-04-13T20:49:37,0,180.879,189.923,0.020332,0.097835,0,0,1.46
2026-04-13T20:49:37,0,183.609,192.789,0.020227,0.097835,0,0,0.7
2026-04-13T20:49:38,0,181.561,190.639,0.020044,0.097835,0,0,0.46
2026-04-13T20:49:38,0,181.561,190.639,0.019658,0.097835,0,0,0.57
2026-04-13T20:49:39,0,182.244,191.356,0.019465,0.097835,0,0,0.65
2026-04-13T20:49:39,0,178.831,187.773,0.019281,0.097835,0,0,0.5
2026-04-13T20:49:40,0,176.101,184.906,0.01894,0.097835,0,0,0.55
2026-04-13T20:49:40,0,179.513,188.489,0.018125,0.097835,0,0,1.02
2026-04-13T20:49:41,0,178.831,187.773,0.017798,0.097835,0,0,0.83
2026-04-13T20:49:41,0,176.101,184.906,0.017018,0.097835,0,0,0.55
2026-04-13T20:49:42,0,176.783,185.622,0.01617,0.097835,0,0,0.52
2026-04-13T20:49:42,0,176.101,184.906,0.015633,0.097835,0,0,0.63
2026-04-13T20:49:43,0,174.735,183.472,0.014731,0.097835,0,0,0.53
2026-04-13T20:49:43,0,175.418,184.189,0.01398,0.097835,0,0,0.6
2026-04-13T20:49:44,0,178.831,187.773,0.013955,0.097835,0,0,0.57
2026-04-13T20:49:44,0,181.561,190.639,0.014337,0.097835,0,0,0.66
2026-04-13T20:49:45,0,184.291,193.506,0.013538,0.097835,0,0,1.18
2026-04-13T20:49:45,0,195.212,204.973,0.014732,0.097835,0,0,1.28
2026-04-13T20:49:46,0,197.26,207.123,0.015494,0.097835,0,0,1.48
2026-04-13T20:49:46,0,206.816,217.157,0.015498,0.097835,0,0,0.96
2026-04-13T20:49:47,0,210.228,220.739,0.016312,0.097835,0,0,0.81
2026-04-13T20:49:47,0,197.26,207.123,0.015104,0.097835,0,0,1.02
2026-04-13T20:49:48,0,172.688,181.322,0.015132,0.097835,0,0,0.78
2026-04-13T20:49:49,0,171.323,179.889,0.016159,0.097835,0,0,0.75
2026-04-13T20:49:49,0,173.37,182.038,0.016732,0.097835,0,0,0.71
2026-04-13T20:49:50,0,174.735,183.472,0.016772,0.097835,0,0,0.69
2026-04-13T20:49:50,0,175.418,184.189,0.016859,0.097835,0,0,0.69
2026-04-13T20:49:51,0,172.688,181.322,0.017034,0.097835,0,0,0.71
2026-04-13T20:49:51,0,174.735,183.472,0.016931,0.097835,0,0,1.07
2026-04-13T20:49:52,0,175.418,184.189,0.01679,0.097835,0,0,0.86
2026-04-13T20:49:52,0,179.513,188.489,0.017168,0.097835,0,0,0.53
2026-04-13T20:49:53,0,179.513,188.489,0.017127,0.097835,0,0,0.63
2026-04-13T20:49:53,0,176.783,185.622,0.016797,0.097835,0,0,0.85
2026-04-13T20:49:54,0,172.688,181.322,0.0172,0.097835,0,0,0.77
2026-04-13T20:49:54,0,176.101,184.906,0.017146,0.097835,0,0,0.51
2026-04-13T20:49:55,0,177.466,186.339,0.016807,0.097835,0,0,1.01
2026-04-13T20:49:55,0,179.513,188.489,0.01664,0.097835,0,0,0.85
2026-04-13T20:49:56,0,177.466,186.339,0.017176,0.097835,0,0,0.68
2026-04-13T20:49:56,0,177.466,186.339,0.017375,0.097835,0,0,0.81
2026-04-13T20:49:57,0,176.101,184.906,0.017304,0.097835,0,0,1.05
2026-04-13T20:49:57,0,178.148,187.055,0.016656,0.097835,0,0,1.1
2026-04-13T20:49:58,0,177.466,186.339,0.014512,0.097835,0,0,1.07
2026-04-13T20:49:58,0,183.609,192.789,0.013012,0.097835,0,0,0.66
2026-04-13T20:49:59,0,183.609,192.789,0.011014,0.097835,0,0,0.63
2026-04-13T20:49:59,0,187.704,197.089,0.009549,0.097835,0,0,0.75
2026-04-13T20:50:00,0,180.879,189.923,0.008615,0.097835,0,0,0.71
2026-04-13T20:50:00,0,169.275,177.739,0.008995,0.097835,0,0,0.95
2026-04-13T20:50:01,0,173.37,182.038,0.009172,0.097835,0,0,0.8
2026-04-13T20:50:01,0,173.37,182.038,0.009311,0.097835,0,0,0.81
2026-04-13T20:50:02,0,176.101,184.906,0.009245,0.097835,0,0,0.75
2026-04-13T20:50:02,0,173.37,182.038,0.009149,0.097835,0,0,0.67
2026-04-13T20:50:03,0,173.37,182.038,0.00931,0.097835,0,0,0.63
2026-04-13T20:50:03,0,174.735,183.472,0.009294,0.097835,0,0,0.97
2026-04-13T20:50:04,0,176.783,185.622,0.009326,0.097835,0,0,0.69
2026-04-13T20:50:05,0,181.561,190.639,0.009364,0.097835,0,0,0.6
2026-04-13T20:50:05,0,177.466,186.339,0.009172,0.097835,0,0,0.52
2026-04-13T20:50:06,0,174.735,183.472,0.008907,0.097835,0,0,0.95
2026-04-13T20:50:06,0,176.101,184.906,0.009014,0.097835,0,0,0.78
2026-04-13T20:50:07,0,175.418,184.189,0.008993,0.097835,0,0,0.86
2026-04-13T20:50:07,0,174.735,183.472,0.008908,0.097835,0,0,0.75
2026-04-13T20:50:08,0,175.418,184.189,0.008773,0.097835,0,0,0.83
2026-04-13T20:50:08,0,175.418,184.189,0.008709,0.097835,0,0,0.77
2026-04-13T20:50:09,0,175.418,184.189,0.008649,0.097835,0,0,0.82
2026-04-13T20:50:09,0,175.418,184.189,0.00864,0.097835,0,0,0.75
2026-04-13T20:50:10,0,175.418,184.189,0.008567,0.097835,0,0,0.83
2026-04-13T20:50:10,0,175.418,184.189,0.008519,0.097835,0,0,1.23
2026-04-13T20:50:11,0,176.101,184.906,0.008399,0.097835,0,0,1.07
2026-04-13T20:50:11,0,178.148,187.055,0.008386,0.097835,0,0,2.28
2026-04-13T20:50:12,0,177.466,186.339,0.008278,0.097835,0,0,0.8
2026-04-13T20:50:12,0,178.831,187.773,0.007786,0.097835,0,0,0.88
2026-04-13T20:50:13,0,172.005,180.605,0.007899,0.097835,0,0,0.65
2026-04-13T20:50:13,0,172.005,180.605,0.008005,0.097835,0,0,1.6
2026-04-13T20:50:14,0,175.418,184.189,0.008007,0.097835,0,0,0.85
2026-04-13T20:50:14,0,178.148,187.055,0.007993,0.097835,0,0,1.24
2026-04-13T20:50:15,0,178.831,187.773,0.008016,0.097835,0,0,2.28
2026-04-13T20:50:15,0,175.418,184.189,0.008049,0.097835,0,0,0.92
2026-04-13T20:50:16,0,174.053,182.756,0.00807,0.097835,0,0,0.86
2026-04-13T20:50:16,0,176.101,184.906,0.00807,0.097835,0,0,0.98
2026-04-13T20:50:17,0,177.466,186.339,0.008028,0.097835,0,0,0.99
2026-04-13T20:50:17,0,173.37,182.038,0.008014,0.097835,0,0,0.82
2026-04-13T20:50:18,0,176.101,184.906,0.008016,0.097835,0,0,0.61
2026-04-13T20:50:18,0,176.101,184.906,0.008008,0.097835,0,0,1.05
2026-04-13T20:50:19,0,178.148,187.055,0.00801,0.097835,0,0,0.67
2026-04-13T20:50:19,0,176.783,185.622,0.008024,0.097835,0,0,0.89
2026-04-13T20:50:20,0,174.053,182.756,0.00803,0.097835,0,0,0.94
2026-04-13T20:50:21,0,176.783,185.622,0.008034,0.097835,0,0,1.87
2026-04-13T20:50:21,0,178.148,187.055,0.008043,0.097835,0,0,2.01
2026-04-13T20:50:22,0,174.053,182.756,0.008054,0.097835,0,0,0.59
2026-04-13T20:50:22,0,176.783,185.622,0.008062,0.097835,0,0,0.61
2026-04-13T20:50:23,0,178.831,187.773,0.008076,0.097835,0,0,0.58
2026-04-13T20:50:23,0,182.244,191.356,0.008108,0.097835,0,0,0.84
2026-04-13T20:50:24,0,181.561,190.639,0.008143,0.097835,0,0,0.97
2026-04-13T20:50:24,0,178.148,187.055,0.00806,0.097835,0,0,0.65
2026-04-13T20:50:25,0,177.466,186.339,0.007781,0.097835,0,0,0.59
2026-04-13T20:50:25,0,178.831,187.773,0.007613,0.097835,0,0,0.81
2026-04-13T20:50:26,0,178.148,187.055,0.007659,0.097835,0,0,0.96
2026-04-13T20:50:26,0,176.101,184.906,0.007694,0.097835,0,0,1.47
2026-04-13T20:50:27,0,180.879,189.923,0.007738,0.097835,0,0,1.4
2026-04-13T20:50:27,0,184.974,194.223,0.007779,0.097835,0,0,1.14
2026-04-13T20:50:28,0,183.609,192.789,0.0079,0.097835,0,0,1.51
2026-04-13T20:50:28,0,188.387,197.806,0.008098,0.097835,0,0,1.64
2026-04-13T20:50:29,0,184.291,193.506,0.008157,0.097835,0,0,0.82
2026-04-13T20:50:29,0,188.387,197.806,0.007976,0.097835,0,0,0.65
2026-04-13T20:50:30,0,187.022,196.373,0.008403,0.097835,0,0,0.98
2026-04-13T20:50:30,0,182.244,191.356,0.008586,0.097835,0,0,1.0
2026-04-13T20:50:31,0,163.814,172.005,0.010602,0.097835,0,0,1.01
2026-04-13T20:50:31,0,170.64,179.172,0.011414,0.097835,0,0,0.78
2026-04-13T20:50:32,0,170.64,179.172,0.011937,0.097835,0,0,0.66
2026-04-13T20:50:32,0,170.64,179.172,0.012802,0.097835,0,0,0.8
2026-04-13T20:50:33,0,172.005,180.605,0.013217,0.097835,0,0,0.74
2026-04-13T20:50:33,0,170.64,179.172,0.013604,0.097835,0,0,0.89
2026-04-13T20:50:34,0,169.958,178.456,0.014391,0.097835,0,0,1.66
2026-04-13T20:50:35,0,170.64,179.172,0.01487,0.097835,0,0,0.86
2026-04-13T20:50:35,0,171.323,179.889,0.015039,0.097835,0,0,0.73
2026-04-13T20:50:36,0,174.053,182.756,0.014532,0.097835,0,0,1.38
2026-04-13T20:50:36,0,178.148,187.055,0.014266,0.097835,0,0,0.81
2026-04-13T20:50:37,0,177.466,186.339,0.014209,0.097835,0,0,0.93
2026-04-13T20:50:37,0,175.418,184.189,0.014056,0.097835,0,0,0.59
2026-04-13T20:50:38,0,170.64,179.172,0.014083,0.097835,0,0,0.67
2026-04-13T20:50:38,0,169.275,177.739,0.014181,0.097835,0,0,0.84
2026-04-13T20:50:39,0,174.053,182.756,0.014015,0.097835,0,0,1.13
2026-04-13T20:50:39,0,174.053,182.756,0.013451,0.097835,0,0,0.95
2026-04-13T20:50:40,0,176.101,184.906,0.012717,0.097835,0,0,0.59
2026-04-13T20:50:40,0,179.513,188.489,0.012382,0.097835,0,0,1.32
2026-04-13T20:50:41,0,180.879,189.923,0.011778,0.097835,0,0,0.85
2026-04-13T20:50:41,0,253.912,266.608,0.018269,0.097835,0,0,0.69
2026-04-13T20:50:42,0,253.912,266.608,0.026588,0.097835,0,0,0.97
2026-04-13T20:50:42,0,253.23,265.892,0.036304,0.097835,0,0,0.96
2026-04-13T20:50:43,0,235.483,247.257,0.043333,0.097835,0,0,0.87
2026-04-13T20:50:43,0,224.562,235.79,0.0487,0.097835,0,0,0.63
2026-04-13T20:50:44,0,228.658,240.091,0.053983,0.097835,0,0,0.73
2026-04-13T20:50:44,0,236.848,248.69,0.059423,0.097835,0,0,0.9
2026-04-13T20:50:45,0,240.944,252.991,0.064333,0.097835,0,0,0.79
2026-04-13T20:50:45,0,251.182,263.741,0.06943,0.097835,0,0,0.78
2026-04-13T20:50:46,0,237.531,249.408,0.071657,0.097835,0,0,1.03
2026-04-13T20:50:46,0,251.182,263.741,0.074166,0.097835,0,0,1.37
2026-04-13T20:50:47,0,248.452,260.875,0.075192,0.097835,0,0,0.95
2026-04-13T20:50:48,0,250.5,263.025,0.075223,0.097835,0,0,0.75
2026-04-13T20:50:48,0,256.643,269.475,0.074757,0.097835,0,0,0.84
2026-04-13T20:50:49,0,264.833,278.075,0.074011,0.097835,0,0,0.98
2026-04-13T20:50:49,0,260.738,273.775,0.071541,0.097835,0,0,1.36
2026-04-13T20:50:50,0,253.23,265.892,0.067117,0.097835,0,0,0.95
2026-04-13T20:50:50,0,239.579,251.558,0.060606,0.097835,0,0,1.24
2026-04-13T20:50:51,0,229.34,240.807,0.05287,0.097835,0,0,0.76
2026-04-13T20:50:51,0,237.531,249.408,0.045545,0.097835,0,0,1.84
2026-04-13T20:50:52,0,240.944,252.991,0.037467,0.097835,0,0,0.74
2026-04-13T20:50:52,0,247.087,259.441,0.030644,0.097835,0,0,1.11
2026-04-13T20:50:53,0,251.182,263.741,0.025113,0.097835,0,0,0.81
2026-04-13T20:50:53,0,249.817,262.308,0.02022,0.097835,0,0,0.88
2026-04-13T20:50:54,0,255.96,268.758,0.020388,0.097835,0,0,0.93
2026-04-13T20:50:54,0,450.0,157.5,0.054521,0.097835,0,1,2.5
2026-04-13T20:50:54,0,234.118,245.824,0.020932,0.097835,0,0,0.93
2026-04-13T20:50:55,0,450.0,157.5,0.054521,0.097835,0,1,1.14
2026-04-13T20:50:55,0,68.256,71.669,0.03832,0.097835,0,0,0.83
2026-04-13T20:50:56,0,165.18,173.439,0.046768,0.097835,0,0,1.37
2026-04-13T20:50:57,0,450.0,157.5,0.054521,0.097835,0,1,0.77
2026-04-13T20:50:57,0,245.722,258.008,0.045166,0.097835,0,0,0.64
2026-04-13T20:50:58,0,450.0,157.5,0.054521,0.097835,0,1,1.0
2026-04-13T20:50:58,0,240.261,252.274,0.04495,0.097835,0,0,0.74
2026-04-13T20:50:59,0,450.0,157.5,0.054521,0.097835,0,1,1.29
2026-04-13T20:50:59,0,240.944,252.991,0.044666,0.097835,0,0,0.88
2026-04-13T20:51:00,0,450.0,157.5,0.054521,0.097835,0,1,1.83
2026-04-13T20:51:00,0,238.896,250.841,0.044326,0.097835,0,0,0.51
2026-04-13T20:51:01,0,450.0,157.5,0.054521,0.097835,0,1,0.59
2026-04-13T20:51:01,0,239.579,251.558,0.043853,0.097835,0,0,0.56
2026-04-13T20:51:02,0,450.0,157.5,0.054521,0.097835,0,1,0.82
2026-04-13T20:51:02,0,242.309,254.424,0.043856,0.097835,0,0,0.97
2026-04-13T20:51:03,0,450.0,157.5,0.054521,0.097835,0,1,0.6
2026-04-13T20:51:03,0,242.309,254.424,0.04361,0.097835,0,0,0.66
2026-04-13T20:51:04,0,450.0,157.5,0.054521,0.097835,0,1,0.64
2026-04-13T20:51:04,0,247.769,260.157,0.043645,0.097835,0,0,0.5
2026-04-13T20:51:05,0,255.96,268.758,0.043922,0.097835,0,0,1.78
2026-04-13T20:51:05,0,259.373,272.342,0.044212,0.097835,0,0,0.8
2026-04-13T20:51:06,0,249.817,262.308,0.044099,0.097835,0,0,1.02
2026-04-13T20:51:06,0,249.817,262.308,0.04411,0.097835,0,0,0.78
2026-04-13T20:51:07,0,247.087,259.441,0.044193,0.097835,0,0,1.31
2026-04-13T20:51:07,0,237.531,249.408,0.043485,0.097835,0,0,0.62
2026-04-13T20:51:08,0,232.071,243.675,0.04422,0.097835,0,0,0.71
2026-04-13T20:51:08,0,240.944,252.991,0.0445,0.097835,0,0,0.88
2026-04-13T20:51:09,0,245.039,257.291,0.044782,0.097835,0,0,0.93
2026-04-13T20:51:09,0,246.404,258.724,0.044917,0.097835,0,0,1.11
2026-04-13T20:51:10,0,255.278,268.042,0.045162,0.097835,0,0,1.15
2026-04-13T20:51:10,0,257.325,270.191,0.045415,0.097835,0,0,1.19
2026-04-13T20:51:11,0,256.643,269.475,0.045428,0.097835,0,0,1.22
2026-04-13T20:51:11,0,258.008,270.908,0.044615,0.097835,0,0,2.38
2026-04-13T20:51:12,0,251.182,263.741,0.020697,0.097835,0,0,2.84
2026-04-13T20:51:12,0,249.817,262.308,0.014045,0.097835,0,0,0.74
2026-04-13T20:51:13,0,245.039,257.291,0.013092,0.097835,0,0,1.15
2026-04-13T20:51:13,0,241.626,253.707,0.013092,0.097835,0,0,0.81
2026-04-13T20:51:14,0,240.944,252.991,0.012867,0.097835,0,0,0.77
2026-04-13T20:51:15,0,240.261,252.274,0.012768,0.097835,0,0,0.94
2026-04-13T20:51:15,0,240.944,252.991,0.013123,0.097835,0,0,0.88
2026-04-13T20:51:16,0,240.944,252.991,0.013283,0.097835,0,0,0.67
2026-04-13T20:51:16,0,247.087,259.441,0.01393,0.097835,0,0,0.93
2026-04-13T20:51:17,0,244.357,256.575,0.014276,0.097835,0,0,0.62
2026-04-13T20:51:17,0,251.865,264.458,0.013826,0.097835,0,0,0.81
2026-04-13T20:51:18,0,255.278,268.042,0.013362,0.097835,0,0,1.21
2026-04-13T20:51:18,0,257.325,270.191,0.014118,0.097835,0,0,0.69
2026-04-13T20:51:19,0,249.135,261.592,0.013882,0.097835,0,0,1.14
2026-04-13T20:51:19,0,244.357,256.575,0.012751,0.097835,0,0,0.84
2026-04-13T20:51:20,0,230.023,241.524,0.013342,0.097835,0,0,0.91
2026-04-13T20:51:20,0,232.753,244.391,0.013569,0.097835,0,0,0.69
2026-04-13T20:51:21,0,239.579,251.558,0.01446,0.097835,0,0,0.72
2026-04-13T20:51:21,0,60.065,63.069,0.036384,0.097835,0,0,0.68
2026-04-13T20:51:22,0,53.922,56.618,0.065837,0.097835,0,0,0.66
2026-04-13T20:51:22,0,244.357,256.575,0.064485,0.097835,0,0,0.73
2026-04-13T20:51:23,0,245.722,258.008,0.063394,0.097835,0,0,1.04
2026-04-13T20:51:23,0,246.404,258.724,0.062554,0.097835,0,0,0.96
2026-04-13T20:51:24,0,244.357,256.575,0.061855,0.097835,0,0,0.74
2026-04-13T20:51:24,0,244.357,256.575,0.061424,0.097835,0,0,0.67
2026-04-13T20:51:25,0,242.991,255.141,0.06113,0.097835,0,0,0.69
2026-04-13T20:51:25,0,243.674,255.858,0.061044,0.097835,0,0,0.74
2026-04-13T20:51:26,0,242.309,254.424,0.061091,0.097835,0,0,1.01
2026-04-13T20:51:26,0,240.944,252.991,0.061212,0.097835,0,0,1.0
2026-04-13T20:51:27,0,239.579,251.558,0.061389,0.097835,0,0,0.76
2026-04-13T20:51:28,0,238.896,250.841,0.06163,0.097835,0,0,3.48
2026-04-13T20:51:28,0,242.309,254.424,0.061969,0.097835,0,0,0.98
2026-04-13T20:51:29,0,246.404,258.724,0.062349,0.097835,0,0,0.8
2026-04-13T20:51:29,0,248.452,260.875,0.062804,0.097835,0,0,0.83
2026-04-13T20:51:30,0,255.96,268.758,0.063296,0.097835,0,0,0.62
2026-04-13T20:51:30,0,258.008,270.908,0.063791,0.097835,0,0,0.65
2026-04-13T20:51:31,0,255.278,268.042,0.06422,0.097835,0,0,0.71
2026-04-13T20:51:31,0,247.087,259.441,0.064561,0.097835,0,0,0.7
2026-04-13T20:51:32,0,248.452,260.875,0.06486,0.097835,0,0,0.75
2026-04-13T20:51:32,0,236.848,248.69,0.065027,0.097835,0,0,1.44
2026-04-13T20:51:33,0,231.388,242.957,0.064922,0.097835,0,0,1.45
2026-04-13T20:51:33,0,237.531,249.408,0.063534,0.097835,0,0,0.98
